date,1118300,1121000,1123000,1125490,1187300,1188000,1193500,1194000,1194500,1195100,1208950,1208990,index,gagecnt
9/1/1995,1,4,2,NA,2,3,1,NA,NA,1,2,2,2,9
9/2/1995,2,4,2,NA,1,1,2,NA,NA,1,2,2,1.888888889,9
9/3/1995,1,4,2,NA,1,1,2,NA,NA,1,2,2,1.777777778,9
9/4/1995,1,3,2,NA,1,1,2,NA,NA,1,1,2,1.555555556,9
9/5/1995,1,3,2,NA,1,1,2,NA,NA,1,1,2,1.555555556,9
9/6/1995,1,3,2,NA,1,1,2,NA,NA,1,1,2,1.555555556,9
9/7/1995,2,3,2,NA,1,1,2,NA,NA,1,1,2,1.666666667,9
9/8/1995,2,3,2,NA,1,1,2,NA,NA,1,2,2,1.777777778,9
9/9/1995,2,4,2,NA,1,1,2,NA,NA,2,2,2,2,9
9/10/1995,2,4,2,NA,2,1,2,NA,NA,1,2,2,2,9
9/11/1995,2,4,2,NA,1,1,2,NA,NA,1,1,2,1.777777778,9
9/12/1995,2,3,2,NA,1,1,2,NA,NA,2,1,2,1.777777778,9
9/13/1995,2,4,3,NA,1,2,2,NA,NA,2,1,2,2.111111111,9
9/14/1995,2,4,2,NA,1,2,2,NA,NA,2,1,2,2,9
9/15/1995,2,3,2,NA,1,2,2,NA,NA,1,1,2,1.777777778,9
9/16/1995,2,3,2,NA,1,2,1,NA,NA,1,1,2,1.666666667,9
9/17/1995,5,4,5,NA,3,4,4,NA,NA,5,3,2,3.888888889,9
9/18/1995,5,4,5,NA,3,4,4,NA,NA,4,4,2,3.888888889,9
9/19/1995,4,4,4,NA,2,3,4,NA,NA,4,3,2,3.333333333,9
9/20/1995,4,4,3,NA,2,2,4,NA,NA,4,2,2,3,9
9/21/1995,4,4,3,NA,2,2,3,NA,NA,4,1,2,2.777777778,9
9/22/1995,4,4,3,NA,4,4,3,NA,NA,4,2,2,3.333333333,9
9/23/1995,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
9/24/1995,4,4,3,NA,4,3,4,NA,NA,4,3,3,3.555555556,9
9/25/1995,4,4,3,NA,3,3,4,NA,NA,4,3,3,3.444444444,9
9/26/1995,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
9/27/1995,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
9/28/1995,4,4,3,NA,4,3,4,NA,NA,4,4,3,3.666666667,9
9/29/1995,4,4,3,NA,4,2,4,NA,NA,4,4,3,3.555555556,9
9/30/1995,3,4,2,NA,3,2,3,NA,NA,4,3,3,3,9
10/1/1995,3,4,2,NA,3,2,2,NA,NA,4,3,2,2.777777778,9
10/2/1995,2,4,2,NA,2,2,2,NA,NA,4,3,2,2.555555556,9
10/3/1995,3,4,2,NA,2,1,2,NA,NA,3,3,2,2.444444444,9
10/4/1995,3,4,2,NA,2,1,2,NA,NA,3,3,2,2.444444444,9
10/5/1995,3,4,3,NA,5,4,3,NA,NA,4,3,3,3.555555556,9
10/6/1995,6,6,6,NA,7,6,6,NA,NA,7,7,5,6.222222222,9
10/7/1995,5,5,5,NA,6,4,5,NA,NA,6,5,4,5,9
10/8/1995,5,4,4,NA,5,4,4,NA,NA,5,4,4,4.333333333,9
10/9/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/10/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/11/1995,4,4,4,NA,4,3,4,NA,NA,4,4,3,3.777777778,9
10/12/1995,4,4,3,NA,4,3,3,NA,NA,4,4,3,3.555555556,9
10/13/1995,4,4,3,NA,4,3,3,NA,NA,4,4,3,3.555555556,9
10/14/1995,4,4,3,NA,4,4,3,NA,NA,4,4,3,3.666666667,9
10/15/1995,4,5,5,NA,6,6,5,NA,NA,4,5,4,4.888888889,9
10/16/1995,4,5,4,NA,5,5,4,NA,NA,4,4,4,4.333333333,9
10/17/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/18/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/19/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/20/1995,4,4,4,NA,4,4,4,NA,NA,4,4,3,3.888888889,9
10/21/1995,4,6,5,NA,6,6,5,NA,NA,5,5,5,5.222222222,9
10/22/1995,5,6,6,NA,7,7,6,NA,NA,6,6,6,6.111111111,9
10/23/1995,4,5,5,NA,6,5,5,NA,NA,5,5,5,5,9
10/24/1995,4,5,5,NA,5,5,5,NA,NA,5,4,4,4.666666667,9
10/25/1995,4,5,4,NA,5,4,4,NA,NA,4,4,4,4.222222222,9
10/26/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/27/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/28/1995,4,6,5,NA,7,6,5,NA,NA,4,5,5,5.222222222,9
10/29/1995,4,6,5,NA,6,6,5,NA,NA,5,5,5,5.222222222,9
10/30/1995,4,5,4,NA,6,5,5,NA,NA,4,4,5,4.666666667,9
10/31/1995,4,5,4,NA,6,5,4,NA,NA,4,4,4,4.444444444,9
11/1/1995,4,4,4,NA,5,4,4,NA,NA,4,4,4,4.111111111,9
11/2/1995,4,5,4,NA,6,6,4,NA,NA,6,5,5,5,9
11/3/1995,4,5,4,NA,5,5,4,NA,NA,5,5,4,4.555555556,9
11/4/1995,4,5,4,NA,5,5,4,NA,NA,5,4,4,4.444444444,9
11/5/1995,4,4,4,NA,5,4,4,NA,NA,5,4,4,4.222222222,9
11/6/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
11/7/1995,4,5,4,NA,5,5,4,NA,NA,4,4,4,4.333333333,9
11/8/1995,5,5,5,NA,5,5,5,NA,NA,6,5,5,5.111111111,9
11/9/1995,4,5,4,NA,5,4,4,NA,NA,5,4,4,4.333333333,9
11/10/1995,4,4,4,NA,4,4,4,NA,NA,5,4,4,4.111111111,9
11/11/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
11/12/1995,4,6,6,NA,7,7,6,NA,NA,5,6,6,5.888888889,9
11/13/1995,4,6,5,NA,6,6,5,NA,NA,5,5,7,5.444444444,9
11/14/1995,4,5,5,NA,6,6,5,NA,NA,5,5,6,5.222222222,9
11/15/1995,5,6,6,NA,7,7,6,NA,NA,6,6,6,6.111111111,9
11/16/1995,5,6,5,NA,6,6,6,NA,NA,5,5,6,5.555555556,9
11/17/1995,5,5,5,NA,6,5,5,NA,NA,5,4,5,5,9
11/18/1995,4,5,5,NA,5,5,4,NA,NA,4,4,5,4.555555556,9
11/19/1995,5,5,5,NA,6,6,5,NA,NA,5,5,5,5.222222222,9
11/20/1995,4,5,4,NA,5,5,4,NA,NA,4,4,5,4.444444444,9
11/21/1995,4,5,4,NA,5,5,4,NA,NA,4,4,5,4.444444444,9
11/22/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
11/23/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
11/24/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
11/25/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
11/26/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
11/27/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
11/28/1995,3,4,4,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
11/29/1995,3,4,4,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
11/30/1995,3,4,4,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
12/1/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
12/2/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
12/3/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
12/4/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
12/5/1995,3,4,4,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
12/6/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
12/7/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
12/8/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
12/9/1995,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
12/10/1995,5,4,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
12/11/1995,4,4,4,NA,4,4,4,NA,NA,4,3,4,3.888888889,9
12/12/1995,3,4,3,NA,4,4,4,NA,NA,4,3,4,3.666666667,9
12/13/1995,3,4,3,NA,3,4,4,NA,NA,4,3,3,3.444444444,9
12/14/1995,3,4,3,NA,3,4,3,NA,NA,4,3,3,3.333333333,9
12/15/1995,3,4,3,NA,3,4,4,NA,NA,4,3,3,3.444444444,9
12/16/1995,3,4,3,NA,3,4,4,NA,NA,4,3,3,3.444444444,9
12/17/1995,3,4,3,NA,3,4,3,NA,NA,4,3,3,3.333333333,9
12/18/1995,3,4,3,NA,3,4,3,NA,NA,4,3,3,3.333333333,9
12/19/1995,3,4,3,NA,3,4,4,NA,NA,4,3,3,3.444444444,9
12/20/1995,3,6,5,NA,3,4,3,NA,NA,4,3,3,3.777777778,9
12/21/1995,3,4,4,NA,3,4,3,NA,NA,4,3,3,3.444444444,9
12/22/1995,3,4,4,NA,3,4,3,NA,NA,4,3,3,3.444444444,9
12/23/1995,3,4,4,NA,3,4,3,NA,NA,3,3,3,3.333333333,9
12/24/1995,2,4,3,NA,3,4,3,NA,NA,3,3,3,3.111111111,9
12/25/1995,3,4,3,NA,3,4,3,NA,NA,3,2,3,3.111111111,9
12/26/1995,2,4,3,NA,3,4,3,NA,NA,3,2,2,2.888888889,9
12/27/1995,3,3,3,NA,3,4,3,NA,NA,3,2,3,3,9
12/28/1995,3,4,3,NA,3,4,3,NA,NA,3,3,3,3.222222222,9
12/29/1995,3,4,3,NA,3,4,3,NA,NA,3,3,3,3.222222222,9
12/30/1995,2,3,3,NA,3,4,3,NA,NA,3,2,3,2.888888889,9
12/31/1995,2,4,3,NA,3,4,3,NA,NA,3,2,3,3,9
1/1/1996,2,3,3,NA,3,3,3,NA,NA,3,3,2,2.777777778,9
1/2/1996,2,3,2,NA,3,3,3,NA,NA,3,3,2,2.666666667,9
1/3/1996,2,5,2,NA,2,3,3,NA,NA,3,3,2,2.777777778,9
1/4/1996,2,5,5,NA,2,3,3,NA,NA,3,3,2,3.111111111,9
1/5/1996,2,5,4,NA,2,3,3,NA,NA,3,3,2,3,9
1/6/1996,2,4,4,NA,2,3,3,NA,NA,3,3,2,2.888888889,9
1/7/1996,2,4,4,NA,2,2,3,NA,NA,3,2,2,2.666666667,9
1/8/1996,2,4,4,NA,2,3,3,NA,NA,2,2,2,2.666666667,9
1/9/1996,2,4,4,NA,2,3,3,NA,NA,3,2,2,2.777777778,9
1/10/1996,2,4,4,NA,2,3,3,NA,NA,3,2,2,2.777777778,9
1/11/1996,2,4,4,NA,2,3,3,NA,NA,3,2,2,2.777777778,9
1/12/1996,2,4,4,NA,2,2,3,NA,NA,2,2,2,2.555555556,9
1/13/1996,5,4,4,NA,2,2,2,NA,NA,4,2,2,3,9
1/14/1996,4,4,4,NA,2,2,2,NA,NA,5,2,2,3,9
1/15/1996,4,4,4,NA,2,2,2,NA,NA,4,2,2,2.888888889,9
1/16/1996,4,4,4,NA,2,2,2,NA,NA,4,2,2,2.888888889,9
1/17/1996,4,4,4,NA,2,2,2,NA,NA,4,3,3,3.111111111,9
1/18/1996,4,4,4,NA,4,2,3,NA,NA,4,4,3,3.555555556,9
1/19/1996,7,6,5,NA,7,7,3,NA,NA,7,7,6,6.111111111,9
1/20/1996,7,7,7,NA,7,7,7,NA,NA,7,7,7,7,9
1/21/1996,6,6,6,NA,6,6,6,NA,NA,7,6,6,6.111111111,9
1/22/1996,6,6,6,NA,6,5,6,NA,NA,7,5,6,5.888888889,9
1/23/1996,5,5,6,NA,5,5,5,NA,NA,5,5,5,5.111111111,9
1/24/1996,5,6,5,NA,6,6,5,NA,NA,5,5,6,5.444444444,9
1/25/1996,6,6,6,NA,6,6,6,NA,NA,5,6,6,5.888888889,9
1/26/1996,5,5,5,NA,5,5,5,NA,NA,5,5,5,5,9
1/27/1996,5,6,5,NA,7,7,6,NA,NA,5,6,6,5.888888889,9
1/28/1996,6,6,6,NA,6,6,6,NA,NA,7,6,6,6.111111111,9
1/29/1996,6,6,6,NA,6,6,6,NA,NA,6,5,7,6,9
1/30/1996,5,6,6,NA,6,6,6,NA,NA,6,5,6,5.777777778,9
1/31/1996,5,6,6,NA,6,5,5,NA,NA,5,6,6,5.555555556,9
2/1/1996,5,6,5,NA,5,5,4,NA,NA,5,5,6,5.111111111,9
2/2/1996,4,5,5,NA,5,5,4,NA,NA,5,4,5,4.666666667,9
2/3/1996,4,5,4,NA,5,5,4,NA,NA,4,4,5,4.444444444,9
2/4/1996,4,5,4,NA,4,4,4,NA,NA,4,4,5,4.222222222,9
2/5/1996,4,5,4,NA,4,4,4,NA,NA,4,4,5,4.222222222,9
2/6/1996,4,5,4,NA,4,4,4,NA,NA,4,4,5,4.222222222,9
2/7/1996,4,4,4,NA,4,4,4,NA,NA,4,4,5,4.111111111,9
2/8/1996,4,4,4,NA,4,4,4,NA,NA,4,4,5,4.111111111,9
2/9/1996,5,5,5,NA,4,4,5,NA,NA,5,5,5,4.777777778,9
2/10/1996,5,5,5,NA,4,4,5,NA,NA,5,6,5,4.888888889,9
2/11/1996,5,5,5,NA,4,4,5,NA,NA,5,6,5,4.888888889,9
2/12/1996,4,5,4,NA,4,4,5,NA,NA,5,5,5,4.555555556,9
2/13/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/14/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/15/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/16/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/17/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/18/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/19/1996,3,4,4,NA,4,4,4,NA,NA,4,3,4,3.777777778,9
2/20/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/21/1996,7,6,6,NA,5,6,5,NA,NA,6,6,6,5.888888889,9
2/22/1996,7,6,7,NA,6,6,6,NA,NA,6,6,6,6.222222222,9
2/23/1996,6,6,6,NA,6,7,5,NA,NA,5,6,6,5.888888889,9
2/24/1996,6,6,6,NA,6,6,5,NA,NA,5,5,5,5.555555556,9
2/25/1996,5,5,5,NA,5,5,5,NA,NA,4,4,5,4.777777778,9
2/26/1996,5,4,5,NA,5,5,4,NA,NA,4,4,4,4.444444444,9
2/27/1996,4,4,5,NA,5,5,4,NA,NA,4,4,4,4.333333333,9
2/28/1996,4,4,4,NA,6,5,4,NA,NA,4,4,4,4.333333333,9
2/29/1996,4,4,5,NA,5,5,4,NA,NA,5,4,4,4.444444444,9
3/1/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/2/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/3/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/4/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/5/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/6/1996,5,5,5,NA,4,4,4,NA,NA,6,6,5,4.888888889,9
3/7/1996,5,4,5,NA,4,4,5,NA,NA,6,6,5,4.888888889,9
3/8/1996,4,4,4,NA,4,4,4,NA,NA,5,5,5,4.333333333,9
3/9/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/10/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/11/1996,4,4,4,NA,4,4,3,NA,NA,4,4,4,3.888888889,9
3/12/1996,4,4,4,NA,4,4,3,NA,NA,4,4,4,3.888888889,9
3/13/1996,4,4,4,NA,4,4,3,NA,NA,4,4,4,3.888888889,9
3/14/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/15/1996,4,4,4,NA,5,5,4,NA,NA,4,4,4,4.222222222,9
3/16/1996,4,5,5,NA,5,5,4,NA,NA,4,4,4,4.444444444,9
3/17/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/18/1996,3,4,4,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
3/19/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/20/1996,5,5,5,NA,5,6,4,NA,NA,4,5,4,4.777777778,9
3/21/1996,4,4,4,NA,5,5,4,NA,NA,4,4,4,4.222222222,9
3/22/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/23/1996,4,4,4,NA,4,4,3,NA,NA,4,4,4,3.888888889,9
3/24/1996,4,4,4,NA,4,4,3,NA,NA,4,4,4,3.888888889,9
3/25/1996,4,4,4,NA,4,4,3,NA,NA,4,4,4,3.888888889,9
3/26/1996,3,3,4,NA,4,4,3,NA,NA,4,3,4,3.555555556,9
3/27/1996,3,3,3,NA,4,3,2,NA,NA,4,3,3,3.111111111,9
3/28/1996,3,2,3,NA,4,3,2,NA,NA,3,3,3,2.888888889,9
3/29/1996,3,2,3,NA,4,3,2,NA,NA,3,4,4,3.111111111,9
3/30/1996,2,2,3,NA,4,3,2,NA,NA,3,4,4,3,9
3/31/1996,2,2,2,NA,4,3,2,NA,NA,3,4,4,2.888888889,9
4/1/1996,2,2,2,NA,4,4,2,NA,NA,3,4,3,2.888888889,9
4/2/1996,4,4,4,NA,5,5,4,NA,NA,4,5,5,4.444444444,9
4/3/1996,3,4,4,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
4/4/1996,3,3,3,NA,4,4,3,NA,NA,4,4,4,3.555555556,9
4/5/1996,3,3,3,NA,4,4,3,NA,NA,4,4,4,3.555555556,9
4/6/1996,2,3,3,NA,4,4,3,NA,NA,3,4,4,3.333333333,9
4/7/1996,3,3,3,NA,4,4,3,NA,NA,4,4,4,3.555555556,9
4/8/1996,4,4,4,NA,4,4,4,NA,NA,4,5,4,4.111111111,9
4/9/1996,4,4,4,NA,4,4,4,NA,NA,4,5,4,4.111111111,9
4/10/1996,4,4,4,NA,4,4,4,NA,NA,5,6,5,4.444444444,9
4/11/1996,5,5,5,NA,4,5,4,NA,NA,5,6,5,4.888888889,9
4/12/1996,6,6,6,NA,4,5,5,NA,NA,5,5,5,5.222222222,9
4/13/1996,5,5,5,NA,5,5,5,NA,NA,5,5,5,5,9
4/14/1996,5,5,5,NA,6,5,4,NA,NA,5,5,5,5,9
4/15/1996,4,5,4,NA,5,4,4,NA,NA,4,4,5,4.333333333,9
4/16/1996,6,7,6,NA,6,6,6,NA,NA,6,6,6,6.111111111,9
4/17/1996,6,7,7,NA,6,6,6,NA,NA,6,6,6,6.222222222,9
4/18/1996,6,6,6,NA,5,5,6,NA,NA,5,6,6,5.666666667,9
4/19/1996,5,6,5,NA,5,5,6,NA,NA,5,5,6,5.333333333,9
4/20/1996,5,6,5,NA,4,4,5,NA,NA,5,5,5,4.888888889,9
4/21/1996,5,5,5,NA,4,4,5,NA,NA,4,5,5,4.666666667,9
4/22/1996,4,5,5,NA,4,4,5,NA,NA,4,5,5,4.555555556,9
4/23/1996,4,4,4,NA,4,4,4,NA,NA,4,5,5,4.222222222,9
4/24/1996,4,4,4,NA,4,4,4,NA,NA,4,5,5,4.222222222,9
4/25/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
4/26/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
4/27/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
4/28/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
4/29/1996,4,4,4,NA,5,5,4,NA,NA,4,5,4,4.333333333,9
4/30/1996,7,6,5,NA,6,6,5,NA,NA,7,6,5,5.888888889,9
5/1/1996,6,6,5,NA,6,6,6,NA,NA,6,6,5,5.777777778,9
5/2/1996,5,6,4,NA,6,6,5,NA,NA,5,5,5,5.222222222,9
5/3/1996,5,5,4,NA,5,4,4,NA,NA,5,5,5,4.666666667,9
5/4/1996,5,5,4,NA,5,4,4,NA,NA,6,5,4,4.666666667,9
5/5/1996,5,5,4,NA,5,4,4,NA,NA,5,4,4,4.444444444,9
5/6/1996,5,5,4,NA,5,5,4,NA,NA,5,4,4,4.555555556,9
5/7/1996,5,5,4,NA,5,5,4,NA,NA,5,5,4,4.666666667,9
5/8/1996,4,5,4,NA,4,4,4,NA,NA,5,4,4,4.222222222,9
5/9/1996,4,4,4,NA,4,4,4,NA,NA,5,4,4,4.111111111,9
5/10/1996,4,5,4,NA,4,4,4,NA,NA,5,4,4,4.222222222,9
5/11/1996,4,5,4,NA,5,5,4,NA,NA,5,4,5,4.555555556,9
5/12/1996,5,6,5,NA,6,6,6,NA,NA,5,5,5,5.444444444,9
5/13/1996,5,5,5,NA,5,5,5,NA,NA,5,5,5,5,9
5/14/1996,4,5,4,NA,5,5,4,NA,NA,5,4,4,4.444444444,9
5/15/1996,4,5,4,NA,5,4,4,NA,NA,4,4,4,4.222222222,9
5/16/1996,4,4,4,NA,5,4,4,NA,NA,5,6,4,4.444444444,9
5/17/1996,6,5,5,NA,5,5,5,NA,NA,7,6,4,5.333333333,9
5/18/1996,6,5,4,NA,5,5,4,NA,NA,6,6,5,5.111111111,9
5/19/1996,5,5,4,NA,4,4,4,NA,NA,5,5,4,4.444444444,9
5/20/1996,5,4,4,NA,4,4,4,NA,NA,5,5,4,4.333333333,9
5/21/1996,4,4,4,NA,4,4,4,NA,NA,5,5,4,4.222222222,9
5/22/1996,4,5,4,NA,4,4,5,NA,NA,5,4,4,4.333333333,9
5/23/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
5/24/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
5/25/1996,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
5/26/1996,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
5/27/1996,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
5/28/1996,4,4,2,NA,4,4,4,NA,NA,4,4,3,3.666666667,9
5/29/1996,4,4,2,NA,4,4,4,NA,NA,4,4,3,3.666666667,9
5/30/1996,4,4,2,NA,3,4,4,NA,NA,4,4,3,3.555555556,9
5/31/1996,4,4,3,NA,3,4,4,NA,NA,4,4,3,3.666666667,9
6/1/1996,4,4,2,NA,3,4,4,NA,NA,4,4,3,3.555555556,9
6/2/1996,3,3,1,NA,3,3,4,NA,NA,4,3,2,2.888888889,9
6/3/1996,4,4,2,NA,3,4,4,NA,NA,4,6,4,3.888888889,9
6/4/1996,4,5,4,NA,4,5,5,NA,NA,5,5,5,4.666666667,9
6/5/1996,4,4,4,NA,4,5,5,NA,NA,5,5,5,4.555555556,9
6/6/1996,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
6/7/1996,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
6/8/1996,4,4,2,NA,4,4,4,NA,NA,4,4,4,3.777777778,9
6/9/1996,4,4,2,NA,4,4,4,NA,NA,4,4,4,3.777777778,9
6/10/1996,4,4,2,NA,4,4,4,NA,NA,4,4,4,3.777777778,9
6/11/1996,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
6/12/1996,4,4,2,NA,4,4,4,NA,NA,4,4,4,3.777777778,9
6/13/1996,4,4,2,NA,3,4,4,NA,NA,4,4,4,3.666666667,9
6/14/1996,4,4,2,NA,3,4,4,NA,NA,4,4,4,3.666666667,9
6/15/1996,4,3,1,NA,3,4,4,NA,NA,4,4,4,3.444444444,9
6/16/1996,3,3,2,NA,2,3,3,NA,NA,4,4,4,3.111111111,9
6/17/1996,3,3,3,NA,2,3,3,NA,NA,4,4,4,3.222222222,9
6/18/1996,4,4,3,NA,2,4,4,NA,NA,4,4,4,3.666666667,9
6/19/1996,4,4,3,NA,2,4,4,NA,NA,4,4,4,3.666666667,9
6/20/1996,4,4,4,NA,4,4,4,NA,NA,4,6,4,4.222222222,9
6/21/1996,4,4,4,NA,4,4,4,NA,NA,4,6,5,4.333333333,9
6/22/1996,4,4,4,NA,4,4,4,NA,NA,4,5,5,4.222222222,9
6/23/1996,4,4,4,NA,4,4,4,NA,NA,4,5,4,4.111111111,9
6/24/1996,4,4,4,NA,3,4,4,NA,NA,4,4,4,3.888888889,9
6/25/1996,4,5,4,NA,3,4,4,NA,NA,4,4,4,4,9
6/26/1996,4,4,4,NA,3,4,4,NA,NA,4,4,4,3.888888889,9
6/27/1996,4,4,3,NA,3,4,4,NA,NA,4,4,4,3.777777778,9
6/28/1996,3,4,3,NA,3,4,4,NA,NA,4,4,4,3.666666667,9
6/29/1996,4,4,3,NA,2,3,3,NA,NA,4,4,4,3.444444444,9
6/30/1996,4,4,3,NA,2,4,3,NA,NA,4,4,4,3.555555556,9
7/1/1996,4,4,3,NA,3,4,4,NA,NA,4,4,4,3.777777778,9
7/2/1996,4,4,3,NA,2,3,3,NA,NA,4,4,4,3.444444444,9
7/3/1996,4,5,4,NA,3,6,4,NA,NA,6,4,4,4.444444444,9
7/4/1996,4,6,4,NA,4,6,5,NA,NA,7,4,5,5,9
7/5/1996,4,5,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
7/6/1996,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
7/7/1996,4,4,3,NA,3,4,4,NA,NA,4,4,4,3.777777778,9
7/8/1996,4,4,3,NA,2,4,4,NA,NA,4,4,4,3.666666667,9
7/9/1996,4,4,4,NA,4,4,4,NA,NA,4,4,5,4.111111111,9
7/10/1996,4,4,4,NA,3,6,5,NA,NA,4,5,5,4.444444444,9
7/11/1996,4,4,4,NA,3,4,4,NA,NA,4,4,5,4,9
7/12/1996,4,4,3,NA,2,4,4,NA,NA,4,4,5,3.777777778,9
7/13/1996,6,7,6,NA,7,7,7,NA,NA,5,7,7,6.555555556,9
7/14/1996,7,7,7,NA,6,6,7,NA,NA,6,6,7,6.555555556,9
7/15/1996,6,7,6,NA,6,6,6,NA,NA,6,6,7,6.222222222,9
7/16/1996,5,6,6,NA,6,6,6,NA,NA,5,6,6,5.777777778,9
7/17/1996,4,5,5,NA,6,5,5,NA,NA,5,5,6,5.111111111,9
7/18/1996,4,5,5,NA,5,5,5,NA,NA,5,5,7,5.111111111,9
7/19/1996,4,5,5,NA,5,5,5,NA,NA,4,5,6,4.888888889,9
7/20/1996,4,6,5,NA,6,5,5,NA,NA,5,5,6,5.222222222,9
7/21/1996,4,5,5,NA,5,4,5,NA,NA,4,5,5,4.666666667,9
7/22/1996,4,5,4,NA,5,4,4,NA,NA,4,4,5,4.333333333,9
7/23/1996,4,5,4,NA,5,4,4,NA,NA,4,4,5,4.333333333,9
7/24/1996,4,5,5,NA,5,4,5,NA,NA,5,4,5,4.666666667,9
7/25/1996,4,5,5,NA,5,4,5,NA,NA,4,4,5,4.555555556,9
7/26/1996,4,5,5,NA,6,6,5,NA,NA,4,5,6,5.111111111,9
7/27/1996,4,5,5,NA,6,5,5,NA,NA,4,5,6,5,9
7/28/1996,4,4,4,NA,5,5,4,NA,NA,4,4,5,4.333333333,9
7/29/1996,4,4,4,NA,4,4,4,NA,NA,4,4,5,4.111111111,9
7/30/1996,4,4,4,NA,4,4,4,NA,NA,4,4,5,4.111111111,9
7/31/1996,4,5,4,NA,4,4,4,NA,NA,4,5,5,4.333333333,9
8/1/1996,5,5,4,NA,5,5,5,NA,NA,5,6,5,5,9
8/2/1996,5,5,4,NA,5,5,5,NA,NA,5,5,5,4.888888889,9
8/3/1996,4,5,4,NA,5,5,4,NA,NA,5,5,5,4.666666667,9
8/4/1996,4,5,4,NA,5,5,4,NA,NA,4,4,5,4.444444444,9
